FileName,PM Risk
T0233.jpg,0.0
T0234.jpg,0.0
T0235.jpg,0.839506172839506
T0236.jpg,1.0
T0237.jpg,1.0
T0238.jpg,1.0
T0239.jpg,1.0
T0240.jpg,1.0
T0241.jpg,1.0
T0242.jpg,1.0
T0243.jpg,0.0
T0244.jpg,1.0
T0245.jpg,0.0
T0246.jpg,1.0
T0247.jpg,0.0
T0248.jpg,0.0
T0249.jpg,0.0
T0250.jpg,1.0
T0251.jpg,1.0
T0252.jpg,0.0
T0253.jpg,0.5308641975308642
T0254.jpg,0.0
T0255.jpg,0.0
T0256.jpg,1.0
T0257.jpg,0.0
T0258.jpg,0.0
T0259.jpg,0.0
T0260.jpg,1.0
T0261.jpg,1.0
T0262.jpg,0.0
T0263.jpg,1.0
T0264.jpg,1.0
T0265.jpg,0.0
T0266.jpg,1.0
T0267.jpg,0.0
T0268.jpg,1.0
T0269.jpg,0.0
T0270.jpg,1.0
T0271.jpg,1.0
T0272.jpg,1.0
T0273.jpg,1.0
T0274.jpg,0.0
T0275.jpg,1.0
T0276.jpg,1.0
T0277.jpg,0.0
T0278.jpg,1.0
T0279.jpg,1.0
T0280.jpg,0.0
T0281.jpg,0.0
T0282.jpg,1.0
T0283.jpg,0.0
T0284.jpg,0.0
T0285.jpg,0.0
T0286.jpg,0.0
T0287.jpg,0.0
T0288.jpg,1.0
T0289.jpg,0.7407407407407408
T0290.jpg,0.0
T0291.jpg,0.0
T0292.jpg,0.0
T0293.jpg,0.0
T0294.jpg,0.0
T0295.jpg,0.0
T0296.jpg,0.0
T0297.jpg,1.0
T0298.jpg,0.0
T0299.jpg,1.0
T0300.jpg,1.0
T0301.jpg,0.0
T0302.jpg,0.0
T0303.jpg,1.0
T0304.jpg,0.0
T0305.jpg,0.0
T0306.jpg,1.0
T0307.jpg,0.0
T0308.jpg,0.0
T0309.jpg,0.0
T0310.jpg,0.0
T0311.jpg,1.0
T0312.jpg,1.0
T0313.jpg,0.0
T0314.jpg,1.0
T0315.jpg,1.0
T0316.jpg,0.0
T0317.jpg,0.0
T0318.jpg,0.0
T0319.jpg,1.0
T0320.jpg,1.0
T0321.jpg,1.0
T0322.jpg,0.0
T0323.jpg,0.0
T0324.jpg,0.0
T0325.jpg,1.0
T0326.jpg,1.0
T0327.jpg,0.5802469135802469
T0328.jpg,0.0
T0329.jpg,1.0
T0330.jpg,0.0
T0331.jpg,0.0
T0332.jpg,1.0
T0333.jpg,0.0
T0334.jpg,0.0
T0335.jpg,0.0
T0336.jpg,0.419753086419753
T0337.jpg,0.0
T0338.jpg,1.0
T0339.jpg,0.0
T0340.jpg,1.0
T0341.jpg,1.0
T0342.jpg,1.0
T0343.jpg,0.0
T0344.jpg,1.0
T0345.jpg,1.0
T0346.jpg,1.0
T0347.jpg,1.0
T0348.jpg,0.0
T0349.jpg,0.5802469135802468
T0350.jpg,1.0
T0351.jpg,1.0
T0352.jpg,1.0
T0353.jpg,1.0
T0354.jpg,1.0
T0355.jpg,0.04938271604938271
T0356.jpg,1.0
T0357.jpg,0.0
T0358.jpg,0.0
T0359.jpg,1.0
T0360.jpg,1.0
T0361.jpg,0.0
T0362.jpg,0.0
T0363.jpg,0.0
T0364.jpg,1.0
T0365.jpg,0.0
T0366.jpg,0.0
T0367.jpg,1.0
T0368.jpg,1.0
T0369.jpg,1.0
T0370.jpg,1.0
T0371.jpg,1.0
T0372.jpg,1.0
T0373.jpg,1.0
T0374.jpg,1.0
T0375.jpg,1.0
T0376.jpg,0.0
T0377.jpg,0.0
T0378.jpg,1.0
T0379.jpg,0.5802469135802468
T0380.jpg,1.0
T0381.jpg,0.0
T0382.jpg,0.0
T0383.jpg,0.3703703703703704
T0384.jpg,0.0
T0385.jpg,0.0
T0386.jpg,0.0
T0387.jpg,1.0
T0388.jpg,1.0
T0389.jpg,0.0
T0390.jpg,0.0
T0391.jpg,0.0
T0392.jpg,1.0
T0393.jpg,1.0
T0394.jpg,1.0
T0395.jpg,1.0
T0396.jpg,1.0
T0397.jpg,1.0
T0398.jpg,1.0
T0399.jpg,0.16049382716049382
T0400.jpg,1.0
